ensembl_gene_id	gene_biotype	external_gene_name
ENSMFAG00000009026	misc_RNA	RF00100
ENSMFAG00000009102	snoRNA	RF00599
ENSMFAG00000009322	snoRNA	RF00108
ENSMFAG00000010023	rRNA	RF00001
ENSMFAG00000010073	protein_coding	ATP2B4
ENSMFAG00000010194	miRNA	
ENSMFAG00000010454	protein_coding	LRRN2
ENSMFAG00000010744	miRNA	
ENSMFAG00000011028	miRNA	
ENSMFAG00000011570	misc_RNA	RF00017
ENSMFAG00000011746	misc_RNA	RF00017
ENSMFAG00000011782	rRNA	RF00001
ENSMFAG00000011809	rRNA	RF00001
ENSMFAG00000011859	rRNA	RF00001
ENSMFAG00000012010	miRNA	MIR29C
ENSMFAG00000012180	miRNA	
ENSMFAG00000012211	rRNA	RF00001
ENSMFAG00000012248	rRNA	RF00001
ENSMFAG00000012439	miRNA	
ENSMFAG00000012504	snRNA	RF00026
ENSMFAG00000012589	protein_coding	TMEM81
ENSMFAG00000012818	miRNA	
ENSMFAG00000013360	snRNA	RF00026
ENSMFAG00000013373	miRNA	MIR29B2
ENSMFAG00000013565	snRNA	RF00619
ENSMFAG00000013682	protein_coding	PEAR1
ENSMFAG00000013716	protein_coding	TOMM40L
ENSMFAG00000014278	snRNA	RF00026
ENSMFAG00000014365	misc_RNA	RF00019
ENSMFAG00000015539	rRNA	RF00001
ENSMFAG00000015940	snoRNA	RF00271
ENSMFAG00000016087	snoRNA	RF00012
ENSMFAG00000016103	miRNA	
ENSMFAG00000016125	misc_RNA	RF00017
ENSMFAG00000016214	rRNA	RF00001
ENSMFAG00000016359	rRNA	RF00001
ENSMFAG00000016548	protein_coding	
ENSMFAG00000016708	snRNA	RF00020
ENSMFAG00000016818	protein_coding	
ENSMFAG00000017481	snRNA	RF00015
ENSMFAG00000017530	rRNA	RF00001
ENSMFAG00000017880	protein_coding	KDM5B
ENSMFAG00000018368	miRNA	MIR135B
ENSMFAG00000019058	protein_coding	ENAH
ENSMFAG00000019813	rRNA	RF00001
ENSMFAG00000019838	rRNA	RF00001
ENSMFAG00000019898	rRNA	RF00001
ENSMFAG00000020271	misc_RNA	RF00017
ENSMFAG00000020370	protein_coding	OR6P1
ENSMFAG00000020408	protein_coding	OR6Y1
ENSMFAG00000020530	rRNA	RF00001
ENSMFAG00000020570	rRNA	RF00001
ENSMFAG00000020657	rRNA	RF00001
ENSMFAG00000020846	protein_coding	
ENSMFAG00000021183	snoRNA	RF00570
ENSMFAG00000021807	protein_coding	HIST3H3
ENSMFAG00000021884	snoRNA	RF00190
ENSMFAG00000021955	rRNA	RF00001
ENSMFAG00000022025	misc_RNA	RF00019
ENSMFAG00000022240	protein_coding	HIST3H2A
ENSMFAG00000022325	misc_RNA	RF00017
ENSMFAG00000022994	protein_coding	SMYD2
ENSMFAG00000023086	rRNA	RF00001
ENSMFAG00000023146	protein_coding	HIST3H2BB
ENSMFAG00000023514	misc_RNA	RF00100
ENSMFAG00000023663	misc_RNA	RF00017
ENSMFAG00000023682	misc_RNA	RF00019
ENSMFAG00000023758	rRNA	RF00001
ENSMFAG00000023776	rRNA	RF00001
ENSMFAG00000023809	rRNA	RF00001
ENSMFAG00000023842	rRNA	RF00001
ENSMFAG00000024256	rRNA	RF00001
ENSMFAG00000024283	rRNA	RF00001
ENSMFAG00000024313	rRNA	RF00001
ENSMFAG00000024328	rRNA	RF00001
ENSMFAG00000024358	rRNA	RF00001
ENSMFAG00000024383	rRNA	RF00001
ENSMFAG00000024413	rRNA	RF00001
ENSMFAG00000024444	rRNA	RF00001
ENSMFAG00000024469	rRNA	RF00001
ENSMFAG00000024491	rRNA	RF00001
ENSMFAG00000024515	rRNA	RF00001
ENSMFAG00000024541	rRNA	RF00001
ENSMFAG00000024602	protein_coding	PHLDA3
ENSMFAG00000024648	protein_coding	CTSE
ENSMFAG00000024670	protein_coding	
ENSMFAG00000024733	protein_coding	G0S2
ENSMFAG00000024756	protein_coding	CADM3
ENSMFAG00000025294	snoRNA	RF00156
ENSMFAG00000025652	protein_coding	BTG2
ENSMFAG00000025686	protein_coding	NES
ENSMFAG00000026972	protein_coding	
ENSMFAG00000027604	protein_coding	MIXL1
ENSMFAG00000028881	protein_coding	
ENSMFAG00000028896	protein_coding	
ENSMFAG00000029325	protein_coding	
ENSMFAG00000029363	protein_coding	TLR5
ENSMFAG00000029401	snRNA	RF00003
ENSMFAG00000029861	protein_coding	NAV1
ENSMFAG00000029921	protein_coding	OR10J3
ENSMFAG00000029972	protein_coding	SPTA1
ENSMFAG00000030051	protein_coding	C1orf74
ENSMFAG00000030198	protein_coding	
ENSMFAG00000030239	protein_coding	
ENSMFAG00000030267	protein_coding	
ENSMFAG00000030569	protein_coding	YOD1
ENSMFAG00000030600	protein_coding	NTRK1
ENSMFAG00000030680	protein_coding	CR2
ENSMFAG00000030757	protein_coding	KCNJ9
ENSMFAG00000030808	protein_coding	MEF2D
ENSMFAG00000030832	protein_coding	SPATA17
ENSMFAG00000030965	protein_coding	GPATCH4
ENSMFAG00000031058	protein_coding	PRCC
ENSMFAG00000031068	protein_coding	APOA2
ENSMFAG00000031203	protein_coding	KLHL12
ENSMFAG00000031291	protein_coding	SDE2
ENSMFAG00000031296	protein_coding	ATP1A4
ENSMFAG00000031349	protein_coding	CD1B
ENSMFAG00000031503	protein_coding	OBSCN
ENSMFAG00000031534	protein_coding	IL20
ENSMFAG00000031760	protein_coding	
ENSMFAG00000031835	protein_coding	AIM2
ENSMFAG00000031859	protein_coding	BATF3
ENSMFAG00000031873	protein_coding	COPA
ENSMFAG00000032026	protein_coding	FLVCR1
ENSMFAG00000032058	protein_coding	FAM177B
ENSMFAG00000032153	protein_coding	
ENSMFAG00000032175	protein_coding	GOLT1A
ENSMFAG00000032304	protein_coding	CD84
ENSMFAG00000032354	protein_coding	KLHDC9
ENSMFAG00000032535	protein_coding	
ENSMFAG00000032557	protein_coding	SLAMF6
ENSMFAG00000032765	protein_coding	SOX13
ENSMFAG00000032804	protein_coding	MARC2
ENSMFAG00000033112	protein_coding	NFASC
ENSMFAG00000033129	protein_coding	FCMR
ENSMFAG00000033185	protein_coding	CD1E
ENSMFAG00000033190	protein_coding	
ENSMFAG00000033370	protein_coding	MNDA
ENSMFAG00000033392	protein_coding	ATF3
ENSMFAG00000033410	protein_coding	ELK4
ENSMFAG00000033451	protein_coding	
ENSMFAG00000033489	protein_coding	MAPKAPK2
ENSMFAG00000033492	snRNA	RF00026
ENSMFAG00000033511	rRNA	RF00001
ENSMFAG00000033606	protein_coding	MDM4
ENSMFAG00000033623	protein_coding	
ENSMFAG00000033624	protein_coding	PEA15
ENSMFAG00000033632	protein_coding	CSRP1
ENSMFAG00000033713	protein_coding	C1orf116
ENSMFAG00000033719	protein_coding	FMOD
ENSMFAG00000033723	protein_coding	
ENSMFAG00000033786	snRNA	RF00026
ENSMFAG00000033891	protein_coding	
ENSMFAG00000033892	protein_coding	DISP1
ENSMFAG00000033897	protein_coding	VANGL2
ENSMFAG00000033925	protein_coding	EIF2D
ENSMFAG00000033926	protein_coding	
ENSMFAG00000033961	protein_coding	IRF6
ENSMFAG00000033983	protein_coding	HDGF
ENSMFAG00000034013	protein_coding	KIRREL1
ENSMFAG00000034023	rRNA	RF00001
ENSMFAG00000034066	protein_coding	LBR
ENSMFAG00000034073	protein_coding	ARF1
ENSMFAG00000034093	protein_coding	FCRL2
ENSMFAG00000034099	protein_coding	SLC26A9
ENSMFAG00000034100	protein_coding	TMEM183A
ENSMFAG00000034122	protein_coding	
ENSMFAG00000034188	protein_coding	ITLN1
ENSMFAG00000034194	protein_coding	
ENSMFAG00000034220	protein_coding	INTS7
ENSMFAG00000034322	protein_coding	RPS6KC1
ENSMFAG00000034450	pseudogene	
ENSMFAG00000034535	protein_coding	HSPA6
ENSMFAG00000034643	protein_coding	PPP2R5A
ENSMFAG00000034746	protein_coding	
ENSMFAG00000034751	protein_coding	ITLN2
ENSMFAG00000034942	snoRNA	RF00568
ENSMFAG00000035079	snRNA	RF00026
ENSMFAG00000035159	protein_coding	RNF187
ENSMFAG00000035164	protein_coding	PCP4L1
ENSMFAG00000035168	protein_coding	IL24
ENSMFAG00000035176	protein_coding	ADORA1
ENSMFAG00000035315	snoRNA	RF00139
ENSMFAG00000035349	protein_coding	IQGAP3
ENSMFAG00000035353	protein_coding	SLAMF1
ENSMFAG00000035394	pseudogene	
ENSMFAG00000035398	protein_coding	STUM
ENSMFAG00000035670	protein_coding	PFDN2
ENSMFAG00000035766	protein_coding	DUSP10
ENSMFAG00000035771	protein_coding	RAB3GAP2
ENSMFAG00000035876	protein_coding	ITPKB
ENSMFAG00000035892	protein_coding	LGR6
ENSMFAG00000035917	protein_coding	IPO9
ENSMFAG00000036087	protein_coding	CASQ1
ENSMFAG00000036097	protein_coding	LRRC71
ENSMFAG00000036131	protein_coding	CDC42BPA
ENSMFAG00000036161	protein_coding	TTC24
ENSMFAG00000036210	rRNA	RF00001
ENSMFAG00000036232	miRNA	
ENSMFAG00000036344	protein_coding	ETV3L
ENSMFAG00000036345	protein_coding	
ENSMFAG00000036365	protein_coding	DDR2
ENSMFAG00000036386	protein_coding	HSD11B1
ENSMFAG00000036444	protein_coding	HAPLN2
ENSMFAG00000036618	protein_coding	
ENSMFAG00000036621	protein_coding	IGSF8
ENSMFAG00000036649	protein_coding	
ENSMFAG00000036656	protein_coding	CRABP2
ENSMFAG00000036675	protein_coding	LEMD1
ENSMFAG00000036710	protein_coding	WDR26
ENSMFAG00000036732	protein_coding	HHIPL2
ENSMFAG00000036783	protein_coding	USP21
ENSMFAG00000036818	protein_coding	IL19
ENSMFAG00000036849	protein_coding	SYT14
ENSMFAG00000037035	protein_coding	
ENSMFAG00000037118	protein_coding	KLHDC8A
ENSMFAG00000037129	protein_coding	CD5L
ENSMFAG00000037273	protein_coding	NIT1
ENSMFAG00000037275	protein_coding	KCNK2
ENSMFAG00000037316	protein_coding	C1orf115
ENSMFAG00000037331	protein_coding	TNNI1
ENSMFAG00000037333	protein_coding	ELF3
ENSMFAG00000037387	protein_coding	PVRL4
ENSMFAG00000037541	protein_coding	FCER1A
ENSMFAG00000037667	protein_coding	RABIF
ENSMFAG00000037817	protein_coding	ARHGEF11
ENSMFAG00000037864	protein_coding	
ENSMFAG00000037998	protein_coding	RD3
ENSMFAG00000038066	protein_coding	FCGR2B
ENSMFAG00000038168	protein_coding	MRPL24
ENSMFAG00000038204	rRNA	RF00001
ENSMFAG00000038302	protein_coding	
ENSMFAG00000038321	protein_coding	SLC30A10
ENSMFAG00000038338	protein_coding	MYBPH
ENSMFAG00000038347	protein_coding	
ENSMFAG00000038388	protein_coding	FCRL1
ENSMFAG00000038396	protein_coding	CNTN2
ENSMFAG00000038408	protein_coding	
ENSMFAG00000038432	protein_coding	NUAK2
ENSMFAG00000038465	protein_coding	NENF
ENSMFAG00000038489	protein_coding	ZNF678
ENSMFAG00000038535	protein_coding	SERTAD4
ENSMFAG00000038611	protein_coding	PIGR
ENSMFAG00000038625	protein_coding	
ENSMFAG00000038697	protein_coding	FCRLA
ENSMFAG00000038702	protein_coding	CENPF
ENSMFAG00000038713	protein_coding	TMCC2
ENSMFAG00000038790	protein_coding	RBBP5
ENSMFAG00000038864	protein_coding	INSRR
ENSMFAG00000039039	protein_coding	OR10R2
ENSMFAG00000039040	protein_coding	CNIH3
ENSMFAG00000039054	protein_coding	DEGS1
ENSMFAG00000039131	protein_coding	CD55
ENSMFAG00000039142	protein_coding	PPP1R15B
ENSMFAG00000039208	protein_coding	MARC1
ENSMFAG00000039214	protein_coding	SPATA46
ENSMFAG00000039265	protein_coding	FCRL6
ENSMFAG00000039269	protein_coding	MARK1
ENSMFAG00000039305	protein_coding	PTPN7
ENSMFAG00000039325	protein_coding	
ENSMFAG00000039333	protein_coding	WNT9A
ENSMFAG00000039364	protein_coding	TAF1A
ENSMFAG00000039412	protein_coding	MFSD4A
ENSMFAG00000039504	protein_coding	
ENSMFAG00000039666	pseudogene	
ENSMFAG00000039685	protein_coding	RAB29
ENSMFAG00000039759	protein_coding	PM20D1
ENSMFAG00000039790	protein_coding	LMOD1
ENSMFAG00000039813	protein_coding	ANGEL2
ENSMFAG00000039838	protein_coding	
ENSMFAG00000039946	protein_coding	SLC30A1
ENSMFAG00000039953	protein_coding	PPOX
ENSMFAG00000039980	protein_coding	USF1
ENSMFAG00000039990	protein_coding	
ENSMFAG00000039994	protein_coding	SNRPE
ENSMFAG00000040025	protein_coding	TAGLN2
ENSMFAG00000040041	protein_coding	TSTD1
ENSMFAG00000040064	protein_coding	DEDD
ENSMFAG00000040124	protein_coding	TRAF5
ENSMFAG00000040203	protein_coding	DSTYK
ENSMFAG00000040255	protein_coding	
ENSMFAG00000040289	protein_coding	FCRLB
ENSMFAG00000040298	protein_coding	SPATA45
ENSMFAG00000040313	protein_coding	OLFML2B
ENSMFAG00000040517	protein_coding	
ENSMFAG00000040573	protein_coding	AVPR1B
ENSMFAG00000040633	protein_coding	PRELP
ENSMFAG00000040701	rRNA	RF00001
ENSMFAG00000040710	miRNA	
ENSMFAG00000040711	rRNA	RF00001
ENSMFAG00000040797	protein_coding	SH2D1B
ENSMFAG00000041006	protein_coding	TATDN3
ENSMFAG00000041095	protein_coding	
ENSMFAG00000041134	protein_coding	NUCKS1
ENSMFAG00000041236	protein_coding	DYRK3
ENSMFAG00000041286	protein_coding	
ENSMFAG00000041300	protein_coding	
ENSMFAG00000041713	protein_coding	
ENSMFAG00000041742	protein_coding	UHMK1
ENSMFAG00000041764	protein_coding	CRP
ENSMFAG00000041789	protein_coding	IFI16
ENSMFAG00000041851	protein_coding	PEX19
ENSMFAG00000041889	protein_coding	CFAP45
ENSMFAG00000041902	protein_coding	EPRS
ENSMFAG00000041909	protein_coding	VASH2
ENSMFAG00000041913	protein_coding	SLC41A1
ENSMFAG00000041915	protein_coding	PFKFB2
ENSMFAG00000041966	protein_coding	NEK2
ENSMFAG00000042043	protein_coding	CD48
ENSMFAG00000042114	protein_coding	
ENSMFAG00000042228	protein_coding	PROX1
ENSMFAG00000042279	protein_coding	RASSF5
ENSMFAG00000042309	protein_coding	NSL1
ENSMFAG00000042399	protein_coding	LY9
ENSMFAG00000042529	protein_coding	UAP1
ENSMFAG00000042534	protein_coding	TMEM206
ENSMFAG00000042587	protein_coding	IKBKE
ENSMFAG00000042643	protein_coding	PLEKHA6
ENSMFAG00000042689	protein_coding	WNT3A
ENSMFAG00000042773	protein_coding	C1orf226
ENSMFAG00000042805	protein_coding	TRIM11
ENSMFAG00000042825	protein_coding	SYT2
ENSMFAG00000042839	protein_coding	UBE2T
ENSMFAG00000042857	protein_coding	CAPN8
ENSMFAG00000042976	protein_coding	KCTD3
ENSMFAG00000043012	protein_coding	JMJD4
ENSMFAG00000043175	protein_coding	
ENSMFAG00000043334	protein_coding	OR10K1
ENSMFAG00000043335	protein_coding	ACKR1
ENSMFAG00000043338	protein_coding	B4GALT3
ENSMFAG00000043370	protein_coding	
ENSMFAG00000043657	protein_coding	MYOG
ENSMFAG00000043673	protein_coding	NAXE
ENSMFAG00000043711	protein_coding	FCRL3
ENSMFAG00000043727	protein_coding	FCER1G
ENSMFAG00000043743	protein_coding	DUSP12
ENSMFAG00000043752	protein_coding	DUSP23
ENSMFAG00000043811	protein_coding	SUSD4
ENSMFAG00000043825	protein_coding	
ENSMFAG00000043973	protein_coding	USH2A
ENSMFAG00000044021	protein_coding	RRNAD1
ENSMFAG00000044153	protein_coding	
ENSMFAG00000044181	protein_coding	SLAMF9
ENSMFAG00000044229	protein_coding	CD1D
ENSMFAG00000044310	protein_coding	
ENSMFAG00000044324	protein_coding	SLAMF8
ENSMFAG00000044667	protein_coding	NR1I3
ENSMFAG00000044742	protein_coding	LAD1
ENSMFAG00000044795	protein_coding	APCS
ENSMFAG00000045043	protein_coding	COQ8A
ENSMFAG00000045104	protein_coding	CCDC185
ENSMFAG00000045269	protein_coding	
ENSMFAG00000045273	protein_coding	DTL
ENSMFAG00000045307	protein_coding	RHEX
ENSMFAG00000045378	protein_coding	C1orf35
ENSMFAG00000045413	protein_coding	OPTC
ENSMFAG00000045449	protein_coding	IGFN1
ENSMFAG00000045506	protein_coding	HSD17B7
ENSMFAG00000045544	protein_coding	SHISA4
ENSMFAG00000045594	protein_coding	
ENSMFAG00000045614	protein_coding	GPR37L1
ENSMFAG00000045615	protein_coding	CHIT1
ENSMFAG00000045626	protein_coding	PRSS38
ENSMFAG00000045663	protein_coding	
ENSMFAG00000045670	protein_coding	ACBD3
ENSMFAG00000045755	protein_coding	
ENSMFAG00000045814	protein_coding	CD244
ENSMFAG00000045916	protein_coding	ATF6
ENSMFAG00000045958	protein_coding	SLC45A3
ENSMFAG00000045994	protein_coding	TMEM63A
ENSMFAG00000046095	protein_coding	RRP15
ENSMFAG00000046174	protein_coding	F11R
ENSMFAG00000046289	protein_coding	KISS1
ENSMFAG00000046296	protein_coding	LAX1
ENSMFAG00000046540	lincRNA	
ENSMFAG00000046619	lincRNA	
ENSMFAG00000046769	lincRNA	
ENSMFAG00000046890	lincRNA	
ENSMFAG00000046907	lincRNA	
ENSMFAG00000047012	lincRNA	
ENSMFAG00000047024	lincRNA	
ENSMFAG00000047140	lincRNA	
ENSMFAG00000000081	protein_coding	PSMA5
ENSMFAG00000000102	protein_coding	LRIG2
ENSMFAG00000000115	protein_coding	RAB25
ENSMFAG00000000255	protein_coding	CLCC1
ENSMFAG00000000314	protein_coding	
ENSMFAG00000000330	protein_coding	TSHB
ENSMFAG00000000381	protein_coding	S100A14
ENSMFAG00000000385	protein_coding	
ENSMFAG00000000401	protein_coding	
ENSMFAG00000000402	protein_coding	CTSK
ENSMFAG00000000449	protein_coding	HSD3B2
ENSMFAG00000000542	protein_coding	ALX3
ENSMFAG00000000548	protein_coding	GSTM1
ENSMFAG00000000561	protein_coding	KCNA2
ENSMFAG00000000623	protein_coding	PSMD4
ENSMFAG00000000628	protein_coding	MEX3A
ENSMFAG00000000666	protein_coding	STXBP3
ENSMFAG00000000682	protein_coding	OAZ3
ENSMFAG00000000691	protein_coding	SYPL2
ENSMFAG00000000754	protein_coding	RSBN1
ENSMFAG00000000768	protein_coding	C1orf56
ENSMFAG00000000795	protein_coding	HORMAD1
ENSMFAG00000000807	protein_coding	RORC
ENSMFAG00000000851	protein_coding	ANP32E
ENSMFAG00000000860	protein_coding	VANGL1
ENSMFAG00000000874	protein_coding	MRPL9
ENSMFAG00000000910	protein_coding	IGSF3
ENSMFAG00000001011	pseudogene	
ENSMFAG00000001033	protein_coding	TCHHL1
ENSMFAG00000001064	protein_coding	FCGR1A
ENSMFAG00000001098	protein_coding	
ENSMFAG00000001105	protein_coding	
ENSMFAG00000001138	protein_coding	
ENSMFAG00000001144	protein_coding	NOTCH2
ENSMFAG00000001201	protein_coding	HIPK1
ENSMFAG00000001219	protein_coding	
ENSMFAG00000001270	protein_coding	WARS2
ENSMFAG00000001415	protein_coding	OTUD7B
ENSMFAG00000001491	protein_coding	PPM1J
ENSMFAG00000001523	protein_coding	ENSA
ENSMFAG00000001660	protein_coding	TAF13
ENSMFAG00000001685	protein_coding	SLC50A1
ENSMFAG00000001990	protein_coding	PIAS3
ENSMFAG00000002046	protein_coding	TMEM79
ENSMFAG00000002047	protein_coding	KCND3
ENSMFAG00000002089	protein_coding	CKS1B
ENSMFAG00000002109	protein_coding	
ENSMFAG00000002169	protein_coding	
ENSMFAG00000002283	protein_coding	MOV10
ENSMFAG00000002295	protein_coding	WNT2B
ENSMFAG00000002371	protein_coding	C1orf189
ENSMFAG00000002458	protein_coding	KCNC4
ENSMFAG00000002511	protein_coding	
ENSMFAG00000002528	protein_coding	TMIGD3
ENSMFAG00000002545	protein_coding	PRUNE1
ENSMFAG00000002557	protein_coding	
ENSMFAG00000002559	protein_coding	RPRD2
ENSMFAG00000002744	protein_coding	FMO5
ENSMFAG00000002745	protein_coding	HENMT1
ENSMFAG00000002775	protein_coding	C1orf54
ENSMFAG00000002781	protein_coding	ANXA9
ENSMFAG00000002839	protein_coding	SNAPIN
ENSMFAG00000002851	protein_coding	HAO2
ENSMFAG00000002869	protein_coding	ADAMTSL4
ENSMFAG00000002919	protein_coding	CD53
ENSMFAG00000002961	protein_coding	PGLYRP4
ENSMFAG00000003122	protein_coding	CHRNB2
ENSMFAG00000003201	protein_coding	KHDC4
ENSMFAG00000003217	protein_coding	ADAR
ENSMFAG00000003238	protein_coding	
ENSMFAG00000003323	protein_coding	FNDC7
ENSMFAG00000003339	protein_coding	CHIA
ENSMFAG00000003396	protein_coding	HIST2H2BF
ENSMFAG00000003431	protein_coding	
ENSMFAG00000003557	protein_coding	
ENSMFAG00000003648	protein_coding	S100A2
ENSMFAG00000003674	protein_coding	CSDE1
ENSMFAG00000003800	protein_coding	SLC25A44
ENSMFAG00000003812	protein_coding	PDE4DIP
ENSMFAG00000004122	protein_coding	AQP10
ENSMFAG00000004329	snRNA	RF00026
ENSMFAG00000004350	protein_coding	PI4KB
ENSMFAG00000004403	misc_RNA	RF00019
ENSMFAG00000004517	snoRNA	RF00405
ENSMFAG00000004532	miRNA	
ENSMFAG00000004551	snRNA	RF00026
ENSMFAG00000004628	snRNA	RF00026
ENSMFAG00000004660	protein_coding	ASH1L
ENSMFAG00000004822	snoRNA	RF00561
ENSMFAG00000004916	snoRNA	RF00406
ENSMFAG00000005149	protein_coding	GPR61
ENSMFAG00000005184	protein_coding	HIST2H2AB
ENSMFAG00000005216	protein_coding	HIST2H2AC
ENSMFAG00000005400	protein_coding	
ENSMFAG00000005474	snRNA	RF00026
ENSMFAG00000005571	snRNA	RF00026
ENSMFAG00000005686	snoRNA	RF00322
ENSMFAG00000005848	misc_RNA	RF00019
ENSMFAG00000005876	snRNA	RF00003
ENSMFAG00000006064	snRNA	RF00026
ENSMFAG00000006372	scaRNA	RF00423
ENSMFAG00000006861	snRNA	RF00026
ENSMFAG00000006938	snRNA	RF00026
ENSMFAG00000007154	protein_coding	PRPF38B
ENSMFAG00000007499	protein_coding	NHLH2
ENSMFAG00000007623	protein_coding	KCNA3
ENSMFAG00000007738	misc_RNA	RF00017
ENSMFAG00000007881	snoRNA	RF00418
ENSMFAG00000007920	snRNA	RF00015
ENSMFAG00000008187	protein_coding	
ENSMFAG00000008229	misc_RNA	RF00017
ENSMFAG00000008338	protein_coding	INTS3
ENSMFAG00000008424	snRNA	RF00003
ENSMFAG00000008496	misc_RNA	RF00019
ENSMFAG00000008783	snoRNA	RF00406
ENSMFAG00000008841	misc_RNA	RF00017
ENSMFAG00000008905	snRNA	RF00026
ENSMFAG00000009068	misc_RNA	RF00017
ENSMFAG00000009110	misc_RNA	RF00017
ENSMFAG00000009247	misc_RNA	RF00017
ENSMFAG00000009436	misc_RNA	RF00017
ENSMFAG00000009646	protein_coding	SPRR2D
ENSMFAG00000009802	snoRNA	RF01210
ENSMFAG00000010004	misc_RNA	RF00019
ENSMFAG00000010167	snRNA	RF00003
ENSMFAG00000010209	protein_coding	SPRR2G
ENSMFAG00000010277	protein_coding	
ENSMFAG00000010345	protein_coding	SPRR2B
ENSMFAG00000010586	misc_RNA	RF00019
ENSMFAG00000010851	miRNA	MIR554
ENSMFAG00000011133	misc_RNA	RF00019
ENSMFAG00000011161	miRNA	MIR320B1
ENSMFAG00000011279	miRNA	MIR197
ENSMFAG00000011365	protein_coding	TNFAIP8L2
ENSMFAG00000011415	misc_RNA	RF00019
ENSMFAG00000011493	protein_coding	
ENSMFAG00000011508	miRNA	MIR190B
ENSMFAG00000011543	snRNA	RF00003
ENSMFAG00000011693	misc_RNA	RF00019
ENSMFAG00000011957	misc_RNA	RF00019
ENSMFAG00000012240	protein_coding	PRR9
ENSMFAG00000012713	protein_coding	
ENSMFAG00000013495	miRNA	MIR942
ENSMFAG00000013553	pseudogene	
ENSMFAG00000013728	misc_RNA	RF00017
ENSMFAG00000013801	misc_RNA	RF00019
ENSMFAG00000014055	snRNA	RF00066
ENSMFAG00000014116	snRNA	RF00066
ENSMFAG00000014685	miRNA	
ENSMFAG00000014940	misc_RNA	RF00019
ENSMFAG00000014962	snRNA	RF00026
ENSMFAG00000014967	snRNA	RF00026
ENSMFAG00000014997	snRNA	RF00026
ENSMFAG00000015062	snRNA	RF00026
ENSMFAG00000015106	misc_RNA	RF00019
ENSMFAG00000015503	snRNA	RF00003
ENSMFAG00000015861	protein_coding	LENEP
ENSMFAG00000015904	snoRNA	RF00568
ENSMFAG00000016078	protein_coding	KCNA10
ENSMFAG00000016657	rRNA	RF00001
ENSMFAG00000017058	rRNA	RF00001
ENSMFAG00000017156	protein_coding	PRMT6
ENSMFAG00000017162	protein_coding	IVL
ENSMFAG00000017285	protein_coding	
ENSMFAG00000017310	rRNA	RF00001
ENSMFAG00000017334	protein_coding	
ENSMFAG00000018166	protein_coding	LAMTOR2
ENSMFAG00000018292	protein_coding	PDZK1
ENSMFAG00000018627	protein_coding	GJA5
ENSMFAG00000019252	protein_coding	GBA
ENSMFAG00000019925	snRNA	RF00003
ENSMFAG00000019955	protein_coding	TENT5C
ENSMFAG00000020154	protein_coding	AP4B1
ENSMFAG00000020323	protein_coding	
ENSMFAG00000020465	protein_coding	
ENSMFAG00000020533	protein_coding	
ENSMFAG00000020574	protein_coding	
ENSMFAG00000020955	misc_RNA	RF00017
ENSMFAG00000021282	snRNA	RF00003
ENSMFAG00000021747	snRNA	RF00004
ENSMFAG00000022179	miRNA	MIR9-1
ENSMFAG00000022290	misc_RNA	RF00017
ENSMFAG00000022836	snRNA	RF00003
ENSMFAG00000024297	snRNA	RF00003
ENSMFAG00000024378	snRNA	RF00015
ENSMFAG00000024463	protein_coding	C2CD4D
ENSMFAG00000025147	protein_coding	ATP8B2
ENSMFAG00000026183	protein_coding	MUC1
ENSMFAG00000026547	snRNA	RF00003
ENSMFAG00000027212	protein_coding	
ENSMFAG00000027537	protein_coding	BNIPL
ENSMFAG00000027605	pseudogene	
ENSMFAG00000027670	protein_coding	FLAD1
ENSMFAG00000028863	snRNA	RF00003
ENSMFAG00000028974	protein_coding	
ENSMFAG00000029062	protein_coding	SPRR4
ENSMFAG00000029184	protein_coding	SMCP
ENSMFAG00000029272	protein_coding	LINGO4
ENSMFAG00000029321	protein_coding	PROK1
ENSMFAG00000029554	snRNA	RF00003
ENSMFAG00000029929	protein_coding	RBM15
ENSMFAG00000029951	protein_coding	KIAA1324
ENSMFAG00000029955	protein_coding	RXFP4
ENSMFAG00000030014	scaRNA	RF01268
ENSMFAG00000030021	snRNA	RF00003
ENSMFAG00000030023	protein_coding	
